id,reftime,station_id,city,location,ozono,no2,no
1485807,2025-03-30 03:00:00,4000022,MODENA,PARCO FERRARI,20,16,4
1485808,2025-03-30 04:00:00,4000022,MODENA,PARCO FERRARI,22,14,4
1485809,2025-03-30 05:00:00,4000022,MODENA,PARCO FERRARI,19,16,4
1485810,2025-03-30 06:00:00,4000022,MODENA,PARCO FERRARI,11,14,4
1485811,2025-03-30 07:00:00,4000022,MODENA,PARCO FERRARI,14,15,5
1485812,2025-03-30 08:00:00,4000022,MODENA,PARCO FERRARI,21,14,6
1485813,2025-03-30 09:00:00,4000022,MODENA,PARCO FERRARI,30,19,8
1485814,2025-03-30 10:00:00,4000022,MODENA,PARCO FERRARI,56,9,2
1485815,2025-03-30 11:00:00,4000022,MODENA,PARCO FERRARI,59,8,1
1485816,2025-03-30 12:00:00,4000022,MODENA,PARCO FERRARI,69,6,0
1485817,2025-03-30 13:00:00,4000022,MODENA,PARCO FERRARI,76,6,0
1485818,2025-03-30 14:00:00,4000022,MODENA,PARCO FERRARI,83,5,0
1485819,2025-03-30 15:00:00,4000022,MODENA,PARCO FERRARI,89,5,0
1485820,2025-03-30 16:00:00,4000022,MODENA,PARCO FERRARI,90,4,0
1485821,2025-03-30 17:00:00,4000022,MODENA,PARCO FERRARI,89,4,0
1485822,2025-03-30 18:00:00,4000022,MODENA,PARCO FERRARI,82,5,0
1485823,2025-03-30 19:00:00,4000022,MODENA,PARCO FERRARI,74,9,0
1485824,2025-03-30 20:00:00,4000022,MODENA,PARCO FERRARI,63,13,0
1485825,2025-03-30 21:00:00,4000022,MODENA,PARCO FERRARI,47,19,0
1485826,2025-03-30 22:00:00,4000022,MODENA,PARCO FERRARI,39,20,2
1485827,2025-03-30 23:00:00,4000022,MODENA,PARCO FERRARI,28,23,2
1485828,2025-03-31 00:00:00,4000022,MODENA,PARCO FERRARI,26,25,3
1485829,2025-03-31 01:00:00,4000022,MODENA,PARCO FERRARI,12,34,6
1485830,2025-03-31 02:00:00,4000022,MODENA,PARCO FERRARI,11,26,5
1485831,2025-03-31 03:00:00,4000022,MODENA,PARCO FERRARI,12,22,6
1485832,2025-03-31 04:00:00,4000022,MODENA,PARCO FERRARI,11,21,6
1485833,2025-03-31 05:00:00,4000022,MODENA,PARCO FERRARI,6,24,7
1485834,2025-03-31 06:00:00,4000022,MODENA,PARCO FERRARI,4,27,11
1485835,2025-03-31 07:00:00,4000022,MODENA,PARCO FERRARI,4,26,22
1485836,2025-03-31 08:00:00,4000022,MODENA,PARCO FERRARI,9,32,31
1485837,2025-03-31 09:00:00,4000022,MODENA,PARCO FERRARI,17,30,26
1485838,2025-03-31 10:00:00,4000022,MODENA,PARCO FERRARI,40,20,8
1485839,2025-03-31 11:00:00,4000022,MODENA,PARCO FERRARI,56,19,5
1485840,2025-03-31 12:00:00,4000022,MODENA,PARCO FERRARI,81,7,1
1485841,2025-03-31 13:00:00,4000022,MODENA,PARCO FERRARI,94,4,0
1485842,2025-03-31 14:00:00,4000022,MODENA,PARCO FERRARI,97,3,0
1485843,2025-03-31 15:00:00,4000022,MODENA,PARCO FERRARI,96,3,0
1485844,2025-03-31 16:00:00,4000022,MODENA,PARCO FERRARI,94,4,0
1485845,2025-03-31 17:00:00,4000022,MODENA,PARCO FERRARI,86,7,0
1485846,2025-03-31 18:00:00,4000022,MODENA,PARCO FERRARI,73,9,0
1485847,2025-03-31 19:00:00,4000022,MODENA,PARCO FERRARI,50,16,1
1485848,2025-03-31 20:00:00,4000022,MODENA,PARCO FERRARI,25,36,5
1485849,2025-03-31 21:00:00,4000022,MODENA,PARCO FERRARI,38,31,4
1485850,2025-03-31 22:00:00,4000022,MODENA,PARCO FERRARI,88,5,0
1485851,2025-03-31 23:00:00,4000022,MODENA,PARCO FERRARI,85,4,0
